RCP_SNO,CKG_NM,CRAWL_COMMENT_CNT,CRAWL_COOK_REVIEW_CNT
7029436,스팸감자채볶음,0.0,
7029437,버섯 불고기전골,0.0,
7029445,야채스프,0.0,
7029451,두부 계란볶음,0.0,
7029455,고추장감자조림,0.0,3.0
7029469,두부 강된장,0.0,
7029480,참치 스테이크,0.0,
7029481,계란 감자샌드위치,0.0,
7029486,냉수육,0.0,2.0
7029499,둘세데레체라떼,0.0,
7029505,얼그레이복숭아마리네이드,0.0,
7029517,미니월남쌈,0.0,
7029525,원팬잡채,0.0,
7029527,참치김밥,0.0,
7029534,가지전,0.0,2.0
7029563,믹스커피라떼,0.0,
7029565,앞다리살김치찜,0.0,
7029566,깻잎된장장아찌,0.0,
7029571,호박채전,0.0,
7029576,소고기 콩나물 무국,0.0,
7029600,부추전,0.0,
7029613,오리훈제야채찜,0.0,
7029614,물회,1.0,
7029620,참외샐러드파스타,0.0,1.0
7029622,블랙라떼,0.0,
7029631,김치 비빔국수,1.0,
7029648,순두부토마토스튜,0.0,
7029655,양파 오이피클,0.0,
7029658,복숭아청,0.0,
7029669,감자 짜글이,0.0,
7029684,감자 치즈전,0.0,1.0
7029686,사태수육,0.0,
7029706,장조림,0.0,
7029722,모닝글로리볶음,0.0,
7029733,바나나로띠,0.0,
7029767,대패삼겹살굴소스볶음,0.0,
7029797,비름나물쌈장무침,0.0,
7029799,파인애플볶음밥,0.0,
7029804,새우 딤섬,0.0,1.0
7029812,참외피클,0.0,
7029823,오이 감자샐러드샌드위치,0.0,
7029824,바나나맛우유라떼,0.0,
7029840,궁중떡볶이,0.0,
7029844,삼겹살간장조림,0.0,1.0
7029863,돼지앞다리살수육,0.0,
7029877,마카다미아비스코티,0.0,
7029881,스프카레,0.0,
7029891,계란 말이,0.0,
7029895,고추잡채,0.0,
7029898,배추물김치,0.0,
7029900,블루베리토마토쥬스,0.0,
7029901,마르게리따피자,0.0,
7029903,알배추물김치,2.0,
7029904,초절임생강,0.0,
7029908,서리태 콩물,0.0,
7029913,된장멸치다짐이깻잎장아찌,0.0,
7029923,식빵롤샌드위치,0.0,
7029937,삼겹살김치제육볶음,0.0,
7029954,부추어묵잡채,0.0,
7029956,아샷추,0.0,
7029958,간장낙지볶음,0.0,
7029961,두바이초코릿빙수,0.0,
7029963,청양고추다대기,0.0,
7029966,새우 살애호박볶음,0.0,3.0
7029982,부추장떡,0.0,
7029984,골뱅이비빔면,0.0,
7029987,닭발볶음,0.0,
7029992,아보카도계란토스트,0.0,
7030000,콘옥수수튀김,0.0,
7030046,소고기 야채말이찜,0.0,
7030053,가지 라자냐,0.0,
7030054,대파 감자스프,0.0,
7030055,대패삼겹말이,0.0,
7030062,김치 콩비지찌개,0.0,
7030065,탕수만두,0.0,
7030071,조개라면,0.0,
7030072,삼겹살김치찌개,0.0,
7030080,초코크림라떼,0.0,
7030085,맥반석계란,0.0,
7030089,치킨너겟,0.0,1.0
7030095,매운어묵볶음,0.0,2.0
7030125,깻잎들깨볶음,0.0,
7030130,간장찜닭,0.0,1.0
7030132,대패제육볶음,0.0,7.0
7030140,무침만두,0.0,
7030143,고추바사삭치킨,0.0,
7030148,르뱅쿠키,0.0,
7030153,다이어트샐러드,,
7030161,푸팟퐁커리,0.0,
7030185,고구마 순무침,0.0,
7030188,사과잼,0.0,
7030191,감자샐러드,0.0,
7030210,연어 포케샐러드,0.0,
7030216,가지 냉국,0.0,
7030227,양배추 대패덮밥,0.0,
7030238,냉모밀,0.0,
7030242,반숙계란장,,
7030258,감자찌개,0.0,
7030274,망고사고,0.0,
7030280,어묵떡볶이,0.0,
7030303,황도복숭아병조림,0.0,
7030310,짜파게티,0.0,
7030311,감자 칩감자전,0.0,
7030313,두부 참치찌개,0.0,
7030314,호박 잎쌈,0.0,
7030317,양파 치즈빵,0.0,
7030323,고추장찌개,0.0,3.0
7030342,감자 계란샌드위치,0.0,
7030343,블랙흑임자크림라떼,0.0,
7030363,오리누룽지백숙,0.0,
7030368,복숭아절임,0.0,
7030372,라이스페이퍼가지튀김,0.0,
7030379,복숭아통조림,0.0,
7030384,초고추장,0.0,
7030385,문어 숙회,0.0,
7030386,조개찜,0.0,
7030387,고구마 말랭이,0.0,
7030389,샤브샤브소스,2.0,
7030390,반건조우럭찜,0.0,
7030392,아구탕,0.0,
7030394,열무얼갈이물김치,0.0,
7030399,열무얼갈이배추겉절이,0.0,
7030403,바지락국,0.0,
7030404,옻닭,0.0,
7030415,매콤 닭다리살볶음,0.0,1.0
7030418,장어구이양념장,0.0,
7030421,아포가토,0.0,
7030482,오리백숙,0.0,
7030489,들깨삼계탕,0.0,1.0
7030507,들기름 두부조림,0.0,
7030528,계란 초밥,2.0,
7030532,호지차라떼,0.0,
7030537,닭 한마리소스,0.0,1.0
7030539,양파김치,0.0,
7030540,고추장멸치조림,0.0,
7030548,계란 모닝빵,0.0,
7030553,문어 초무침,0.0,1.0
7030566,메추리알꽈리고추장조림,0.0,
7030583,물만두,0.0,
7030589,콩나물 파절이,0.0,
7030595,찹스테이크,0.0,
7030605,닭고기 간장조림,0.0,1.0
7030617,두부 명란짜글이,0.0,
7030618,차돌육개장,0.0,1.0
7030620,허니시나몬라떼,0.0,
7030635,카다이프면,0.0,
7030647,간장 가지볶음,0.0,
7030652,콥샐러드,0.0,
7030653,채소참치강된장,0.0,
7030659,소갈비살양념구이,0.0,
7030671,광어장,2.0,
7030678,메밀전,0.0,
7030688,에어프라이어닭봉구이,0.0,
7030701,라이스페이퍼크루아상,0.0,
7030703,밀크폼라떼,0.0,
7030707,오이 비빔국수,0.0,2.0
7030724,새우 계란볶음밥,0.0,
7030726,양송이 버섯스프,0.0,
7030727,참치 샌드위치,0.0,
7030737,양배추 달걀전,0.0,
7030757,연어 포케,0.0,1.0
7030761,트리플초코쿠키,0.0,
7030786,박나물볶음,0.0,
7030834,훈제오리구이,0.0,
7030840,오레오크림라떼,0.0,
7030853,무수분콩나물무침,0.0,1.0
7030857,튀밥아이스크림,0.0,
7030859,간장비빔국수,0.0,2.0
7030876,김치 날치알밥,0.0,
7030896,데리야끼닭고기덮밥,0.0,
7030897,된장찌개,0.0,
7030903,냉짬뽕,0.0,1.0
7030916,크림라떼,0.0,
7030917,중국 식토마토계란탕,0.0,
7030920,김치 부침개,0.0,
7030922,방울토마토마리네이드,0.0,
7030931,부추부침개,0.0,
7030934,들깨오리탕,0.0,
7030945,고추장,0.0,
7030960,호박 새우젓찌개,0.0,1.0
7030961,닭 칼국수,0.0,
7030976,고구마 순들깨볶음,0.0,
7030982,문어 오일파스타,0.0,
7030988,카라멜피넛라떼,0.0,
7030999,뽈뽀,0.0,
7031022,가지무침,0.0,2.0
7031037,토마토 마리네이드,0.0,
7031055,맛초킹탕수육,0.0,
7031057,미역오이냉국,0.0,
7031061,모닝빵햄버거,0.0,
7031064,숙주볶음,0.0,
7031104,무깍두기,0.0,1.0
7031119,고추장감자찌개,0.0,
7031128,콩나물 잡채,0.0,1.0
7031138,얼갈이배추된장국,0.0,
7031141,두부 계란찜,1.0,2.0
7031147,시금치 팽이버섯숙주대패삼겹살볶음,0.0,
7031175,오이 고추무침,0.0,2.0
7031195,식빵,0.0,
7031213,맑은오징어무국,0.0,
7031227,오징어볶음,0.0,1.0
7031248,단호박오리찜,0.0,1.0
7031250,얼갈이배추겉절이,0.0,
7031254,약고추장,1.0,
7031255,애호박 가지돼지고기덮밥,0.0,1.0
7031263,아이스고구마라떼,0.0,
7031266,무쌈말이,0.0,
7031279,오이볶음,0.0,
7031282,토종닭백숙,0.0,1.0
7031284,부추감자전,0.0,2.0
7031292,어묵 우동,0.0,
7031297,단호박죽,0.0,
7031309,애호박 두부짜글이,0.0,
7031310,복숭아샐러드,0.0,
7031318,무말랭이무침,0.0,
7031321,깻잎김치,0.0,
7031341,원팬어묵잡채,0.0,
7031342,돼지등갈비찜,0.0,
7031343,사리곰탕,0.0,
7031344,반건조민어조기,0.0,
7031345,순대전골,0.0,
7031348,라면,0.0,
7031349,고구마 무스,0.0,
7031352,간장감자조림,0.0,
7031354,토마토 달걀볶음,0.0,
7031356,삭힌고추무침,5.0,1.0
7031359,새우 만두,3.0,1.0
7031370,양배추 부추무침,0.0,1.0
7031374,애호박 채전,0.0,
7031387,메밀배추전,0.0,
7031399,치킨마요덮밥,0.0,
7031400,새우 로제파스타,0.0,
7031403,콩자반,0.0,
7031404,고사리볶음,0.0,
7031406,콘치즈,0.0,
7031407,된장 가지덮밥,0.0,
7031418,고추장마늘무침,0.0,
7031419,햄 참치주먹밥,0.0,2.0
7031438,마시멜로우크림라떼,0.0,
7031468,연어 회,0.0,1.0
7031471,연어 후토마끼,2.0,1.0
7031472,연어 초밥,0.0,
7031479,계란볶음밥,1.0,
7031482,쪽파전,0.0,
7031485,무수분수육,0.0,
7031507,복숭아병조림,0.0,
7031515,새송이버섯덮밥,0.0,1.0
7031522,호박 갈치찌개,0.0,
7031528,메추리알곤약장조림,0.0,
7031530,트러플오일파스타,0.0,
7031535,야채비빔만두,0.0,
7031536,콩나물 불고기,0.0,
7031537,물비빔국수,0.0,4.0
7031539,차돌박이솥밥,0.0,2.0
7031570,돼지목살구이,0.0,1.0
7031593,바나나케일주스,0.0,
7031598,로투스라떼,0.0,
7031605,단호박영양밥,0.0,
7031635,만두국,0.0,5.0
7031638,호박 고구마말랭이,0.0,
7031642,골든카레,0.0,
7031646,편육,0.0,1.0
7031650,돼지고기 콩나물밥,0.0,
7031665,로투스밀크쉐이크,0.0,
7031686,가지 양파볶음,0.0,
7031697,흑염소탕,0.0,
7031728,누룽지삼계탕,0.0,
7031732,가지 토마토스파게티,0.0,
7031738,요거트아이스크림,0.0,
7031740,간장쪽갈비,0.0,
7031744,가지 라이스페이퍼튀김,0.0,
7031756,고추장불고기,0.0,2.0
7031762,갈레트브루통,0.0,
7031771,토끼김밥,0.0,
7031792,된장깻잎장아찌,2.0,
7031816,케일쌈밥,0.0,1.0
7031817,수제팥앙금,0.0,
7031818,우뭇가사리묵무침,0.0,
7031831,우유빙수,0.0,
7031836,두부 콩국,0.0,
7031860,새우 젓호박볶음,0.0,
7031863,멸치 고추물,0.0,1.0
7031884,알배기배추겉절이,0.0,1.0
7031885,돼지고기김치볶음,2.0,
7031897,고등어 자반조림,0.0,1.0
7031909,매운오뎅김밥,0.0,
7031913,매운어묵김밥,0.0,
7031919,블루아인슈페너,0.0,
7031920,소고기 버섯전골,0.0,1.0
7031943,등갈비찜,0.0,
7031960,단무지무침,,
7031965,꽈리고추애호박볶음,0.0,
7031967,토마토 카프레제샐러드,0.0,1.0
7032012,문어 카르파초,0.0,
7032030,소고기 콩나물밥,0.0,
7032042,보쌈김치,0.0,
7032067,조개미역국,0.0,2.0
7032072,누룽지죽,0.0,1.0
7032073,순두부국,0.0,
7032079,감자 꽈리고추조림,2.0,9.0
7032092,스팸무수비,0.0,2.0
7032111,버터크림라떼,0.0,
7032112,컵누들컵밥,0.0,
7032114,플랫화이트,0.0,
7032133,황태구이,0.0,
7032151,콩나물김치국,0.0,
7032159,둥근호박볶음,0.0,
7032183,소고기 해장국,1.0,
7032189,전주콩나물국밥,0.0,
7032196,서리태 콩자반,0.0,
7032237,소고기 미역국,0.0,
7032241,소고기 유부초밥,0.0,
7032246,애호박 감자된장찌개,0.0,
7032267,계란 참치전,0.0,3.0
7032279,떡꼬치,0.0,
7032290,열무비빔국수,0.0,
7032299,베이징덕,0.0,
7032311,초코헤이즐넛라떼,0.0,
7032334,깻잎찜,0.0,
7032375,고구마조림,0.0,
7032380,노각무침,0.0,1.0
7032383,에어프라이어고등어구이,0.0,
7032411,으깬감자샐러드,0.0,
7032417,계란 감자국,0.0,
7032421,알배춧국,0.0,1.0
7032449,로투스피칸쿠키,0.0,
7032481,오징어채볶음,0.0,
7032499,고추장멸치볶음,0.0,
7032511,연어국수,0.0,
7032522,솔티드카라멜라떼,0.0,
7032529,배추당면볶음,0.0,4.0
7032543,아몬드계란빵,0.0,
7032546,마늘탕수육,0.0,
7032568,버섯 들깨볶음,0.0,
7032618,라죽,0.0,
7032641,피에노,0.0,
7032645,유자소스가자미찜,0.0,
7032652,양배추 당근라페,0.0,
7032677,연어 장,0.0,
7032740,김치 말이국수,0.0,
7032789,마늘쫑장아찌무침,0.0,
7032843,가지 밥,0.0,
7032848,오레오빙수,0.0,
7032853,버터감자구이,0.0,
7032886,피쉬앤칩스,0.0,1.0
7032900,맑은닭개장,0.0,
7032906,새우볶음밥,0.0,
7032944,내장전복죽,0.0,
7032953,참치 비빔우동,0.0,
7032961,차돌박이루꼴라냉 우동,0.0,3.0
7032973,시나몬슈크림라떼,0.0,
7032984,매콤 가지볶음,0.0,
7033026,참소스,0.0,
7033038,코코넛라떼,0.0,
7033040,스팸하트김밥,0.0,
7033069,삭힌깻잎김치,0.0,3.0
7033082,두부 가지조림,0.0,
7033090,스팸순두부찌개,0.0,
7033092,닭다리살간장조림,0.0,
7033205,참치 표고버섯전,0.0,
7033208,초코휘낭시에,0.0,
7033209,굴소스어묵볶음,0.0,
7033237,들기름 묵은지김치볶음,0.0,
7033242,토마토 오이샐러드,0.0,1.0
7033247,새우장,0.0,
7033251,들기름 묵은지김치찜,0.0,
7033256,표고버섯밥,0.0,
7033257,김치볶음밥,0.0,
7033297,꽈리고추무침,0.0,
7033302,무화과잼,0.0,
7033312,죽순들깨나물,0.0,
7033319,새송이버섯무침,0.0,
7033333,광어김밥,0.0,
7033352,쇼콜라또,0.0,
7033354,닭다리살스테이크,0.0,
7033355,분짜,0.0,1.0
7033358,매운양념족발,0.0,
7033370,감자샐러드모닝빵샌드위치,0.0,
7033374,훈제오리숙주볶음,0.0,
7033378,치아바타루꼴라샌드위치,0.0,
7033405,그라니따,0.0,
7033415,콜리플라워스프,0.0,
7033433,도라지나물볶음,0.0,
7033463,들기름 비빔 칼국수,0.0,1.0
7033482,들깨고구마줄기볶음,0.0,1.0
7033492,참치 두부김치볶음,0.0,1.0
7033513,어묵국수,0.0,1.0
7033539,고구마 카레,0.0,1.0
7033578,토피크런치라떼,0.0,
7033599,간장비빔면,0.0,
7033608,광어세비체,0.0,
7033617,홍어무침,0.0,
7033631,백합탕,0.0,
7033638,갈릭버터쉬림프,0.0,
7033640,소고기 무국,0.0,2.0
7033650,단호박훈제오리볶음,0.0,1.0
7033659,늙은오이무침,0.0,
7033670,카라멜크림라떼,0.0,
7033714,광어치즈볼,0.0,
7033715,소고기 가지솥밥,0.0,
7033773,감자 고추장찌개,0.0,
7033798,매콤 허니두부조림덮밥,0.0,
7033831,돼고기수육,0.0,
7033838,메추리알소세지볶음,0.0,1.0
7033840,석박지,0.0,
7033890,인절미크로플,0.0,
7033892,만능간장,0.0,
7033910,조개된장찌개,0.0,
7033921,풋고추찜,0.0,1.0
7033940,무청나물무침,0.0,
7033945,참돔구이,0.0,
7033948,햄 감자채볶음,0.0,4.0
7033954,감자탕,0.0,
7033977,깻잎크래미계란말이,,
7033992,부추장,0.0,
7034003,스팸김치찌개,0.0,
7034006,꿀호떡,0.0,
7034017,꽃게탕,0.0,
7034022,꼬치어묵두동,0.0,
7034023,멸치 고추다대기,0.0,
7034040,초코라떼,0.0,
7034045,레몬크림새우,0.0,
7034057,두부조림,0.0,
7034080,소꼬리곰탕,0.0,
7034097,달걀찜,0.0,
7034101,중국 식오이무침,0.0,1.0
7034112,소갈비찜,2.0,5.0
7034129,표고버섯미역국,0.0,
7034135,청양고추장아찌,0.0,
7034196,소고기 완자,0.0,
7034220,맑은광어탕,0.0,
7034233,고구마 줄기김치,0.0,1.0
7034253,스모어쿠키,0.0,
7034257,삼겹살두부김치,0.0,
7034265,명란 마요카나페,8.0,3.0
7034273,동그랑땡,0.0,
7034277,대패목살야채찜,0.0,
7034313,참치 무조림,0.0,
7034316,돼지고기 안심장조림,0.0,
7034323,오색꼬치전,0.0,
7034333,양배추 대패삼겹볶음,,
7034360,건고사리나물볶음,0.0,
7034370,돼지고기 산적,0.0,
7034386,스팸두부찌개,0.0,
7034394,된장꽃게탕,0.0,
7034396,돼지고기김치비지찌개,0.0,
7034401,달고나커피,0.0,
7034418,고구마 치즈버터구이,0.0,
7034464,초코슈페너,0.0,
7034483,la갈비,0.0,
7034484,la갈비찜,0.0,
7034489,등갈비간장조림,0.0,
7034514,오트크림라떼,0.0,
7034520,카나페,0.0,
7034535,구운가지무침,0.0,
7034540,손 칼국수,0.0,
7034551,부추나물무침,0.0,
7034569,돼지고기 깻잎전,0.0,
7034575,죠리퐁쉐이크,0.0,
7034585,찜닭,0.0,2.0
7034624,고구마 케이크,2.0,
7034626,연어덮밥,0.0,
7034706,팝콘크림라떼,0.0,
7034713,방울토마토바질매실청마리네이드,0.0,
7034769,깻잎조림,0.0,1.0
7034782,브로콜리찜,0.0,
7034812,야채죽,0.0,
7034821,꽃게무침,0.0,
7034893,바닐라마들렌,0.0,
7034897,소고기 들깨토란국,0.0,
7034901,사과샐러드,0.0,
7034930,롤유부초밥,0.0,1.0
7034932,칠리새우덮밥,0.0,
7034945,쫄면,0.0,
7035001,묵무침,0.0,
7035014,수육김치찜,0.0,
7035079,흑임자크림오트라떼,0.0,
7035091,늙은호박죽,0.0,
7035093,녹두전,0.0,
7035099,고구마 순볶음,0.0,
7035117,광어죽,0.0,1.0
7035119,묵은지등갈비김치찜,0.0,
7035123,수정과,0.0,
7035157,드라이카푸치노,0.0,
7035203,통마늘라면,2.0,
7035206,순두부들깨탕,0.0,
7035215,간장 오징어채볶음,0.0,
7035222,애호박 명란국,0.0,5.0
7035239,새우 콩나물찜,0.0,
7035245,늙은호박부침개,0.0,
7035246,배도라지청,0.0,
7035258,무물김치,0.0,
7035279,애호박 새우마요볶음,0.0,1.0
7035284,두바이초콜릿,2.0,1.0
7035331,원팬알리오올리오,2.0,
7035346,알배기배추된장국,0.0,
7035385,대추차,0.0,
7035394,발사믹글레이즈닭가슴살,0.0,
7035396,초대리밥,0.0,2.0
7035417,간고등어무조림,0.0,
7035433,원팬두부조림,0.0,
7035436,시래기무침,0.0,
7035448,라이스페이퍼오믈렛,0.0,
7035451,햄버거,0.0,
7035476,맥적구이,0.0,
7035495,고구마 라떼,0.0,
7035497,돈코츠라멘,0.0,
7035511,바나나계란빵,0.0,
7035542,아몬드크림라떼,0.0,
7035545,애호박 간장국수,0.0,2.0
7035581,양념오리불고기,0.0,2.0
7035597,티그레,0.0,
7035630,호박 감자찌개,2.0,
7035645,클럽샌드위치,0.0,1.0
7035661,가지 나물,0.0,
7035665,오뎅볶음,0.0,
7035668,가지찜,0.0,
7035684,소고기 메추리알장조림,0.0,
7035686,사과땅콩버터,0.0,
7035687,군밤,0.0,
7035725,계란 만두덮밥,2.0,5.0
7035727,라이스페이퍼비빔면,,
7035738,도토리묵무침,0.0,2.0
7035757,토마토 라구소스,0.0,
7035773,링귀니알리오올리오,0.0,1.0
7035781,고추장아찌,0.0,
7035783,바닐라시나몬크림라떼,0.0,
7035822,카다이프초코크림라떼,0.0,
7035824,간장떡볶이,0.0,
7035826,밀떡볶이,0.0,
7035850,묵은지김밥,0.0,
7035858,돼지국밥,0.0,1.0
7035869,미쯔라떼,0.0,
7035877,콩나물국,0.0,
7035921,돼지두루치기,0.0,
7035927,미소곰탕,0.0,
7035955,배숙,0.0,
7035971,라면팟타이,0.0,1.0
7036041,스위트메쉬드동파육,0.0,
7036104,크림슈페너,0.0,
7036177,팽이버섯계란전,0.0,2.0
7036181,허니라떼,0.0,
7036196,허니갈릭또띠아피자,0.0,1.0
7036254,닭다리순살치킨,0.0,
7036298,생오리불고기,0.0,1.0
7036309,삼치조림,0.0,
7036313,배추무물김치,0.0,
7036323,콩불,,
7036333,쌀떡볶이,0.0,
7036348,사골떡만두국,0.0,1.0
7036368,고구마 스틱,0.0,
7036410,밤티라미수,0.0,
7036414,참치 야채죽,0.0,
7036425,멸치 칼국수,0.0,
7036430,마요네즈김치볶음밥,0.0,
7036433,멸치 고추장볶음,0.0,
7036504,더블초코라떼,0.0,
7036529,오이 레몬수,0.0,
7036541,애호박찌개,0.0,
7036571,백순대볶음,0.0,
7036575,감바스,0.0,
7036609,고구마,0.0,
7036633,레드벨벳 말차라떼,0.0,
7036666,라면유포면,1.0,1.0
7036692,바닐라크림스콘,0.0,
7036700,생강레몬청,0.0,
7036737,고구마 맛탕,0.0,
7036810,둘세오트크림라떼,0.0,
7036832,봄동무침,0.0,
7036835,추어탕,0.0,
7036849,알타리김치,3.0,1.0
7036890,무청 시래기볶음,0.0,
7036904,우삼겹 콩나물불고기,0.0,4.0
7036998,생강청,0.0,
7037021,메이플크림라떼,0.0,
7037055,갓김치,2.0,
7037096,두부찌개,0.0,
7037141,땅콩헤이즐넛라떼,0.0,
7037175,양념돼지갈비,0.0,
7037261,얼갈이배추김치,0.0,
7037290,황태해장국,0.0,
7037306,초코칩스콘,0.0,
7037331,무생채,0.0,
7037340,오이 양파무침,0.0,
7037384,스프라우드 바리스타라떼,0.0,
7037475,김장김치,0.0,2.0
7037501,땅콩카라멜크로플,0.0,
7037576,호박죽,0.0,
7037615,배생강청,0.0,
7037689,시나몬허니라떼,0.0,
7037693,하리보코하쿠토젤리,0.0,
7037752,서더리매운탕,0.0,
7037823,로투스치즈브라우니,0.0,
7037848,마파두부덮밥,0.0,
7037850,김치 칼국수,0.0,1.0
7037872,고추장삼겹살 제육볶음,,
7037881,생고구마사과샐러드,0.0,
7038050,꿀생강청,0.0,1.0
7038072,도넛라떼,0.0,
7038089,양배추 계란샌드위치,0.0,
7038158,간짜파게티,0.0,
7038236,애호박 계란국,0.0,1.0
7038242,김가루 참치마요주먹밥,0.0,
7038383,김장,6.0,2.0
7038439,고구마 누룽지,0.0,
7038509,굴무침,0.0,
7038534,깍두기,0.0,
7038578,무말랭이,0.0,
7038629,브라운치즈라떼,0.0,
7038685,들깨 무나물,0.0,1.0
7038686,모과청,0.0,
7038700,알배기배추김치,0.0,
7038712,오징어 부침개,0.0,
7038721,소이밀크 카라멜마끼야또,0.0,
7038839,통삼겹수육,0.0,
7038843,백김치,0.0,
7038864,동치미,0.0,
7038897,밤티라미수라떼,0.0,
7038916,김장배추김치,0.0,
7038993,돼지등뼈들깨우거지 감자탕,0.0,
7039030,오트헤이즐넛라떼,0.0,
7039180,핫초코,0.0,
7039191,동지팥죽,0.0,
7039214,허니콤보,0.0,4.0
7039262,홍가리비바질페스토치즈구이,2.0,1.0
7039275,쿠키라떼,0.0,
7039515,야채찜,0.0,1.0
7039557,연두부계란카레덮밥,0.0,3.0
7039682,가지 양념구이,2.0,2.0
7039727,수제떡갈비,0.0,
7039957,깐풍두부,0.0,
7040047,단호박롤까스,1.0,1.0
7040327,돼지김치찌개,0.0,
7040500,새우 라이스볼,0.0,
7040504,팥죽,0.0,
7040587,체리초코케이크,0.0,
7040738,파래초무침,0.0,1.0
7040988,리스샐러드,0.0,
