id,recipe_id,group_id,star_count,author_name,content,sentimental,score,positive_score,negative_score
151,7018499,735,5,요린이새댁,들기름 대신 고기기름으로 볶았어요 급히 레시피 찾아보고 따라했는데 너무 맛있는 저녁식사였습니다 감사해요~,positive,0.992,0.992,0.008
152,7018516,32,5,DOING,봉주르... 감사이 잘 먹겠습니다. 고마워요...,negative,0.76,0.24,0.76
153,7018518,807,5,일어나라,간편하고 맛 좋네요^^ 감사합니다~~~,positive,0.9895,0.9895,0.0105
154,7018524,811,5,임수희,큰거 4장분량 엄청 맛있어요,positive,0.9909,0.9909,0.0091
155,7018535,18,5,:소확행:,쉬운레시피로 뚝딱..맛도 좋아여.. 저는 쯔란에 찍어먹었어여..별미에여..,positive,0.9917,0.9917,0.0083
156,7018556,934,5,하늘속바다,느끼하지않고 고소한 스프가됐어요 처음만들어본건데 감사합니다,positive,0.9837,0.9837,0.0163
157,7018589,682,5,엄정원,남편이 양구무청을 엄청 좋아해요! 넘~맛있다고 한끼에 400g을 클리어 했어요~^^ 사진을 못 올려서....ㅎ 저녁에는 800g 하려합니다 레시피 넘 감사합니다~^^,positive,0.9923,0.9923,0.0077
158,7018589,158,5,mandooc,정말 딱 제가 원하는 시래기나물 맛이에요 ㅠㅠㅠ시골맛나고 넘 맛잇어요,positive,0.9917,0.9917,0.0083
159,7018589,23,5,Bona,간편하고 쉽게 만들었어요 맛도좋구요~,positive,0.9916,0.9916,0.0084
160,7018589,688,5,엠버99,덕분에 맛나게 먹었습니다~ 고맙습니다,positive,0.9902,0.9902,0.0098
161,7018599,481,5,미라:),"반은 참치만넣고 반은 김치 같이 넣었는데, 김치를 추가하는게 더 맛잇는거 같아요^^",positive,0.9834,0.9834,0.0166
162,7018617,499,5,바둑이네 멍뭉이,레시피가 어렵지 않은데 정말 맛있는 한 끼가 완성되어 좋았습니다!,positive,0.9921,0.9921,0.0079
163,7018617,54,5,Jenesaisquoi,비주얼도 맛도 넘좋아요 국물이 아주 최공,positive,0.9916,0.9916,0.0084
164,7018622,138,5,jdspps313,그 동안 무수분 수육을 주무기로 사용해 왔는데 편스토랑 명쉐프 버전으로 시도했는데 완전 성공. 너무 맛나요,positive,0.9919,0.9919,0.0081
165,7018622,386,5,동구랑땡,맛있게 잘 먹었습니다,positive,0.9187,0.9187,0.0813
166,7018627,714,5,온유하다,아이가 아파서 입맛이 없어보여서 만들었는데 만들기도 간단하고 맛도 있었어요 레시피 감사합니다,positive,0.9915,0.9915,0.0085
167,7018627,288,5,김소용돌이,초1 아이가 엄청 잘먹어요 학교가기전 간단하게 아침먹이기 좋으네요 ㅜㅠ 감사합니다,positive,0.9922,0.9922,0.0078
168,7018627,933,5,하나♡,간단한 아침 식사로 넘 좋아요~~,positive,0.9918,0.9918,0.0082
169,7018627,554,5,브로콜리너마저88,맛있어요! :),positive,0.9865,0.9865,0.0135
170,7018641,394,5,둥이맘,홍콩에서 사온 에그누들에 라면스프 대신 굴소스로 간했는데 맛이 괜찮았어요.,positive,0.99,0.99,0.01
171,7018646,951,5,핸주,맛있게 잘 먹었어요,positive,0.9475,0.9475,0.0525
172,7018673,813,5,작은고미,너무 맛있네요,positive,0.9614,0.9614,0.0386
173,7018675,958,5,현미,아주 맛있읍니다,positive,0.9757,0.9757,0.0243
174,7018676,452,5,맘마맘마마,요거 정확하네욤 ^^,positive,0.9907,0.9907,0.0093
175,7018701,703,5,오기♥️,맛있어요,positive,0.8078,0.8078,0.1922
176,7018717,502,5,바리데기마마,맛있게 만들어 졌어요. 제가 요리를 좋아하지 않아요. 남편이 코다리 조림을 좋아한다고 해달라고 해서 만들었어요~~^^,positive,0.9893,0.9893,0.0107
177,7018717,971,5,황금왕자맘,고추없어 대파를 넣었어요 저희집은 조금 달게 됐네요 단맛을 조금 덜 하면 될듯.. 주말 아침식사로 기대 됩니다,negative,0.8477,0.1523,0.8477
178,7018717,400,5,디오스혜나,요리당을 너무많이 넣었나봐요ㆍ달달이코다리조림이되었네요ㆍ맛나게 먹었습니다ㆍ,positive,0.9801,0.9801,0.0199
179,7018717,490,5,미형이,너무 맛있는 레시피에요~,positive,0.9916,0.9916,0.0084
180,7018734,863,5,쭈노당,"어묵볶음밥 만들었어요 맛도 있고 추가로 베이컨,비엔나 넣었어요 양파와애호박이 없어서 생략했어요",positive,0.91,0.91,0.09
181,7018734,487,5,미영이언니,볶음밥하기 좀 어렵다고 생각했는데 가장 맛있게 됐어요 잘 먹었습니다,positive,0.9914,0.9914,0.0086
182,7018748,30,5,Clannad,국물이 촉촉하게 생겨서 덮밥처럼 얹어서 먹었는데 맛있었어요. 그런데 레시피에 올리고당 넣는 부분이 빠져있네요. ㅎ 굴소스를 잘못 1T를 넣는 바람에 나중에 양배추를 더 넣어 다시 볶아먹었어요.,negative,0.97,0.03,0.97
183,7018763,286,5,김석철,맛있게 잘 만들어 먹었어요.,positive,0.9788,0.9788,0.0212
184,7018795,972,5,황뽐♥,맛있어요!!,positive,0.9808,0.9808,0.0192
185,7018795,433,4,류승연,"많이 짜지 않고 맛있게 되었어요,감사합니다 ^^*~",positive,0.992,0.992,0.008
186,7018820,778,5,이경란,달콤짭잘 넘맛있게 되었네요,positive,0.9757,0.9757,0.0243
187,7018861,451,5,맑은동그라미,딸아이가 짱이라고 외치네요.. 점수따게 해 주셔서 감사합니다~~,positive,0.9921,0.9921,0.0079
188,7018891,444,5,마요,쉽게 올려주신 레시피 덕에 양념장까지 만들어서 너무 잘 먹었어요 콩나물 솥밥 첫 도전이었는데 나름 성공 ♥️ 레시피 감사합니다☺️,positive,0.9919,0.9919,0.0081
189,7018891,356,5,내일은요리왕,솥밥이 쉽고 맛나요,positive,0.99,0.99,0.01
190,7018903,530,4,베라곰,잘먹겠습니다:),positive,0.9311,0.9311,0.0689
191,7018913,103,5,apple,오늘 저녁을 뭐 먹을까 하다가 이 레시피를 보아서 먹게 되었어요. 다음에 또 해먹을게요 ^^,positive,0.9916,0.9916,0.0084
192,7018913,878,5,초보소렁이,맛있네유 저는 스팸이랑 양파 추가했음,positive,0.9868,0.9868,0.0132
193,7018922,189,5,v융융v,크래미맛에 깻잎 향이 더해지니 맛있어요,positive,0.9905,0.9905,0.0095
194,7018922,86,5,VIVA7,찐 맛있네요 감사합니다.,positive,0.9753,0.9753,0.0247
195,7018924,103,5,apple,오늘 아빠 생신이라서 냉이솥밥 했는데 진짜 너무 맛있네요!!! 아빠도 잘 드셔서 완전 뿌듯합니다~ 봄이 가기 전까지 계속 해먹을 요리 같아요 감사합니다☺️,positive,0.9922,0.9922,0.0078
196,7018928,522,5,박희진,시부모님 오셔서 마침 이 레시피가 있어서 했습니다! 어머니가 맛있었다고 하시네요^^,positive,0.9922,0.9922,0.0078
197,7018951,683,5,에드워드 리,감사합니다 짱입니다,positive,0.9317,0.9317,0.0683
198,7018967,865,5,쭈루꽁쭈,색깔이 너무 고와요 맛도 최고에요 역시 단무지가 생명인거같아요!,positive,0.9923,0.9923,0.0077
199,7018967,585,5,설잌,손이은근많이가지만 맛있게잘먹었어용~~,positive,0.9908,0.9908,0.0092
200,7018980,459,5,머큐리,"요리 초보라 어려웠지만, 가족들이 넘 맛있다고 합니다. ㅎ",positive,0.9911,0.9911,0.0089
201,7018980,32,5,DOING,감사합니다. 현지 밥상 같내요. 맛나요...,positive,0.9904,0.9904,0.0096
202,7018983,51,5,Janeinga,워낙 죽사랑이라 오늘 이걸 맛나게 만들어 볼 참입니다. 감사합니다!!!,positive,0.9922,0.9922,0.0078
203,7018996,473,5,뭐든 늦깍이. 그래도 좋아,새콤달콤 맛나요.,positive,0.99,0.99,0.01
204,7019007,103,5,apple,냉장고 자투리 야채도 같이 다지고 김밥 재료로 우엉이랑 단무지 남은것도 같이 넣고 만들었는데 맛이 정말 좋아요!,positive,0.9922,0.9922,0.0078
205,7019007,496,5,민타카,정말 만들기 간단하고도 물리지 않는 청령고추 매콤함이 매력적인 김밥이었습니다. 이제 나들이 깁밥은 너로 확정이닷!!!!!!!,positive,0.9906,0.9906,0.0094
206,7019053,448,5,마주부,도다리회덮밥 맛있게 잘먹었어요 ㅋㅋ̐̈!! 인스타에도 출처 남겨놨습니다 @mazubu_zip,positive,0.9919,0.9919,0.0081
207,7019060,100,4,ajjj,재료가 마침 다 있어서 이 레시피로 해먹었어용 무난,positive,0.9833,0.9833,0.0167
208,7019073,561,5,빵라닝”,뼈찜어렵게생각했는데 레시피보면서 쉽게잘했네요~뼈로감자탕만해먹을생각했는데 색다르게잘먹었습니다~,positive,0.992,0.992,0.008
209,7019073,474,5,뮤뮤,파는거보다 맛있다고 칭찬 받았어요ㅠㅠ 어려운거 하나도없고 약불에 오래~ 조려야해서 시간이 조금 걸리지만 그만큼 너무너무 맛있는 레시피였습니다!,positive,0.9921,0.9921,0.0079
210,7019073,572,5,샘스타,레시피가 어렵지 않고 맛있어서 좋았어용 나중에 또 해먹을듯,positive,0.9922,0.9922,0.0078
211,7019073,790,5,이으뜸,진짜맛있어요 ㅎㅎ두번째해먹으로왔네요,positive,0.9849,0.9849,0.0151
212,7019073,677,5,얼미공,등뼈찜 처음인데 맛있었어요,positive,0.9842,0.9842,0.0158
213,7019082,674,5,어린환자,칼칼하고 개운한 맛이네요 맛있게 먹었습니다,positive,0.9909,0.9909,0.0091
214,7019082,182,5,sueya,맛있어요~,positive,0.9532,0.9532,0.0468
215,7019130,980,5,희우주,저번에 하고 아들이 너~~무 맛있다고 칭찬한거 듣고 신랑도 먹어보고싶다해서 다시 한번 만들었어요~ 전 배음료대신 저번엔 유자청..이번엔 자몽청으로 대신했어요^^ 맛있어요~ 이게 재우는거보담 파위에서 고기굽는게 한 수인듯요^^,positive,0.9922,0.9922,0.0078
216,7019146,710,5,오영선,오징어무국 레시피보고 직접 만드러보았는데 맛있어요.,positive,0.9909,0.9909,0.0091
217,7019165,116,5,dsy30309,가족이 눈 깜짝할 새 해치우고 더 없냐고 찾더라구요 ㅋㅋㅋㅋㅋ 감사합니다 잘 먹었어요~,positive,0.992,0.992,0.008
218,7019165,121,5,gettoogo,소스가 간이 딱 맞아요! 저는 살짝 남기고 뿌렸는데도 넉넉하고 맛있었어요~ 촉촉하고 뜨끈뜨끈하고 ㅜㅜ 넘 맛있네요! 쪽파까지 올린 담에 참기름 살짝 둘러주면 더 맛있어요,positive,0.9922,0.9922,0.0078
219,7019165,444,5,마요,간단해서 귀찮을 때 만들어 먹는 레시피가 됐어요ㅎㅎ 레시피 감사합니다 ☺️,positive,0.9898,0.9898,0.0102
220,7019165,399,5,디송88,넘 맛있어요!! 후추랑 올리고당 더 추가해서 먹었는데 맛있고 집에서 처음 해먹어보는 맛이예요 남편이랑 첫 입에 놀랐습니다@-@,positive,0.9923,0.9923,0.0077
221,7019165,365,5,닉네임이없엉,맛있어요! 저는 소스에 후추랑 설탕추가했고 진간장 조금 더넣었어요 잘먹었습니다!,positive,0.9922,0.9922,0.0078
222,7019165,949,5,해삐,맛있어요 혼자 점심에 집밥 먹고 싶을 때 해먹으면 든든하고 맛나요,positive,0.9921,0.9921,0.0079
223,7019165,283,5,김서경(이서현♡도하),부드럽고 촉촉하다면 교정한 딸이 잘먹었다고해요^^감사합니다,positive,0.9922,0.9922,0.0078
224,7019165,183,5,sunman,"가족 3인분을 해서 먹었는데, 대만족입니다. 레시피 고아워요!",positive,0.9922,0.9922,0.0078
225,7019165,672,5,양초딩,소스가 싱거워서 간장을 조금 더 넣었어요~ 잘 먹었어요~,positive,0.9792,0.9792,0.0208
226,7019165,676,5,얼린복숭아,식초 없어서 뺐는데도 맛있네요,positive,0.9915,0.9915,0.0085
227,7019165,928,5,프로미lol,맛잇어요,positive,0.9128,0.9128,0.0872
228,7019190,560,5,빠릿빠릿,아침에 후딱 했는데 남푠이 어~맛있다! 이래서 기분이 참 좋았네요. 저는 여기다 애호박 조금 추가했어요~ 감사합니다^^ 한그릇 뜨고난후에야 사진이 생각나서..,positive,0.9921,0.9921,0.0079
229,7019203,904,5,클로쏘,좋은 레시피 감사합니다. 베이킹 초보자로 냉장고에서 꺼낸 버터를 녹이는 과정이 조금 힘이 들었지만 천천히 오전에 반죽 만들어 놓고 레피시대로 냉장 보관 후 오후에 쿠키만들었어요. 아주 맛있었어요~ 애기들 간식으로 설탕은 약간 줄여서 덜 달게 해도 되죠?,positive,0.992,0.992,0.008
230,7019203,597,5,소옹알미~♬,처음으로 아이들이 계속 집어 먹었어요 ㅋㅋㅋ 소금 조금 넣는게 신의 한수..! 저 이것저것 레시피 많이 따라했는데 이렇게 잘 먹은건 처음이에요 ㅋㅋㅋㅋ 그리고 오븐에 쿠키온도가 있어서 그걸 누르니 쿠키가 죄다 탔어요.. 레시피에 적힌데로 해야 이쁜 색이 나와요.. ㅜ ㅜㅋㅋ 다음엔 하라는데로 제대로 다시 도전해볼거에요 ~~,positive,0.9104,0.9104,0.0896
231,7019213,981,5,힐링♡♡^.^,쉽게 할수있어서 넘 편했습니다... 저녁반찬으로 딱 좋네요...맛도 굿굿굿,positive,0.9923,0.9923,0.0077
232,7019215,600,5,손민아,종이호일에서 머랭쿠키가 안떨어지는데 이거 덜된건거요? ㅜ,negative,0.8452,0.1548,0.8452
233,7019215,103,5,apple,최고맛있슴 냉동고에 잠깐 얼리면 더 바삭해짐,positive,0.9912,0.9912,0.0088
234,7019244,672,5,양초딩,건강 만점 아욱국 완성이요~ 아이들도 잘 먹겠어요~ 감사해요^^,positive,0.9922,0.9922,0.0078
235,7019279,525,5,방부제첨가,오늘 반찬은 요거 해봤어요 맛있어요,positive,0.9899,0.9899,0.0101
236,7019284,491,5,민가령,덕분에 연하고 깔끔한 갈비찜 만들었어요^^ 감사힙니다,positive,0.9916,0.9916,0.0084
237,7019303,699,5,예아박연,간단재료로 레시피보고 만들어서 넘 맛있게 먹었어요.^^ 오늘 또 요리해서 먹으려고 합니다. 감사합니다.,positive,0.9924,0.9924,0.0076
238,7019303,396,5,듀아리,"맛나게 잘 먹었어요! 두부 먹고 남은 양념장에 밥 쓱쓱 비볐더니 천국! :) 간장은 2 , 설탕 대신 알룰로스, 고춧가루 한스푼 빼고 한스푼은 매운 고춧가루로 해서 먹었습니다~~",positive,0.9918,0.9918,0.0082
239,7019303,860,5,쩡이,벌써 두번째 만들어먹어요!저번에 했을땐 살짝 밍밍해서 양념을 조금씩 더해서 만들었더니 제입맛에 맛있어요 특히 매운거 좋아해서 고추가루만 두배로 넣었더니 딱 입맛에 맞았어요ㅎㅎ좋은 레시피 감사합니당ㅎㅎ,positive,0.9922,0.9922,0.0078
240,7019303,489,5,미췬사슴,레시피덕분에 맛나게 먹었어여 감사합니다 ^^,positive,0.9922,0.9922,0.0078
241,7019306,669,5,얌야이,집에 다진마늘 뿐이라 좀 탔지만 진짜진짜 맛있었어요~ 삼치 양이 많아 소스 1.5배로 했는데 딱이네요. 신랑이 지금껏 데리야끼 소스 만든것 중 제일 맛있다네요. 아이들도 밥 뚝딱이었어요. 감사합니다.,positive,0.9921,0.9921,0.0079
242,7019306,276,5,김라연,전분가루 대신 부침가루로 해써요 소스가 달콤하고 상큼해서 맛있어요!!,positive,0.9913,0.9913,0.0087
243,7019326,720,5,요꼬하마,양배추와어묵이 조합이 이렇게 맛깔나는지는 몰랐네요~휘리릭만들어 맛나는 저녁한끼 뚝딱~!좋은레시피 감사합니다,positive,0.9915,0.9915,0.0085
244,7019326,679,5,엄마다운엄마되기,간단하고 맛있어요,positive,0.9803,0.9803,0.0197
245,7019335,918,5,파월에읻,엄청 바삭하고 맛있어요 앞으로 계속 이렇게 구워먹으려구용,positive,0.9923,0.9923,0.0077
246,7019351,416,4,라온716,아..다네요; 쥬스라 어쩔수 없나봐요; 토마토소스 잇음 그걸로 해먹는데..주스만 잇어서 해봣어요; 상당히 달아서..그냥은 먹기힘들어 맵게 ..베트남고추랑 마늘 후추 상당량 투하 ㅋ 그러니 어쩌다 생각나면 뭔가 내려놓고한번씩 먹기엔 괜찮게됏어요;허허ㅠ 참고로ㅠ 당이 많아서인가 펄펄 넘치듯 끓어버려서ㅠ면이 덜익게되니 물 반정도 남겨서 중간중간 투하하시는게 좋을듯해요,negative,0.9883,0.0117,0.9883
247,7019359,284,5,김서영,삽겹살로 대신 했는데 양념이 너무 맛나네요~ 저녁 한 끼로 든든하고 잘먹었어요,positive,0.9921,0.9921,0.0079
248,7019362,292,5,김아삘,이제 생선조림 양념장은 이 레시피로 정착하려구요... 간도 딱맞고 너어어무 맛있어요,positive,0.9921,0.9921,0.0079
249,7019412,721,5,요노옴,오우~~~ 맛나다 ㅎ,positive,0.987,0.987,0.013
250,7019414,382,5,더워도 푸르름 속에 있으니 좋구나~,꽈리고추로 하다 넘 더워 나가기 싫어 집에있는 마늘로 하려고 레시피 찾던중 맘에 드는 레시피가 있어 따라 해 봤어요 달달하니 맛있네요,positive,0.9921,0.9921,0.0079
251,7019414,247,5,고드,"마늘과 멸치가 같이 볶은 레시피라 들어왔는데, 설명도 자세하고 쉽게 따라하기 좋았습니다. 덕분에 이번 주 반찬걱정 끝이네요. 다음에도 참고하겠습니다:) 감사합니다~",positive,0.9922,0.9922,0.0078
252,7019422,272,5,기초탄탄,맛있게 잘 만들어 먹었어요 레시피감사합니다^^,positive,0.9916,0.9916,0.0084
253,7019422,259,5,국님,감사합니다. 잘만들어 먹을 예정이에요.,positive,0.9854,0.9854,0.0146
254,7019422,426,5,로로,방금 만들어봤는데 맛있네요,positive,0.9916,0.9916,0.0084
255,7019461,129,5,hiyasinth89,이상해요 왤케 맛있어요? 앞으론 이 레시피로 맹글어 먹어야겠어요 사태살이 없어 집에 있는 부채살 넣구 했네,positive,0.9532,0.9532,0.0468
256,7019461,322,5,꼬로롱,"2,3번이 이해가안됩니다 ㅠ 2번에서 야채를 건지라고 하셨는데 무슨야채를 건지는건가요? 양파와 파를 두번넣는건가요??",negative,0.9968,0.0032,0.9968
257,7019496,415,5,라떼리봉,냉장고에 있던 재료로 만드니 간단하고 맛있네요~~~,positive,0.992,0.992,0.008
258,7019502,888,5,최지혜,초딩 아들래미한테 양배추 억이기 쉽지 않았는데 여사장님의 레시피 덕분에 몸에 좋은 양배추 쉽게 먹일수읺게 되었어요~ 최고에요~~,positive,0.992,0.992,0.008
259,7019502,348,5,나유정,뒤집는게 쉽진 않았지만 맛있었어요! 스리라차 소스랑 먹으니 저 맛있었고요!!,positive,0.9922,0.9922,0.0078
260,7019522,943,5,한.율빈이네,진짜..맛있어요 ㅠㅠ,positive,0.9879,0.9879,0.0121
261,7019526,46,5,Haylie Kim,집에 있는 재료로 하기 쉽고 맛도 있어요! 단지 파기름 내기가 한눈 팔면 타기 쉽다는거 ㅎㅎㅎ,positive,0.9921,0.9921,0.0079
262,7019555,471,5,문종용,자세한 레시피 알려주셔서 감사합니다 ~ 쑥갓도 고명으로 입혀봤습니다~ㅋㅋ,positive,0.9881,0.9881,0.0119
263,7019586,853,5,진과준,정말 맛있네요! 고기대신에 버섯과 어묵을 넣었더니 아주 맛있어요ㅎㅎ,positive,0.9921,0.9921,0.0079
264,7019623,419,5,러브홀릭,맛있게 잘 먹었습니다,positive,0.9187,0.9187,0.0813
265,7019628,802,5,인숙 ^^,연근조림은요 설탕 물엿이 엄청 많이넣어야 예쁜색깔이 나와요 한침조려야합니다 나만의 례시피라할까용,positive,0.6042,0.6042,0.3958
266,7019630,656,5,안성현미누룽지,새로운방법인데 너무맛나고 좋네요 최고입니다,positive,0.9922,0.9922,0.0078
267,7019657,301,1,김윤해,복잡하고 별로입니다. 마지막에 육수를 넣으면서는 거의 떡이 되네요. 비추합니다.,negative,0.9971,0.0029,0.9971
268,7019699,445,5,마음나무,굴소스 부추 등 빠진 재료가 많지만 팽이버섯 넣으니 더 맛있네요 감사합니다,positive,0.9912,0.9912,0.0088
269,7019706,757,5,유져기,간편하고~ 담백하고 넘 맛잇어요~ 두번째 먹을때는 부추 색을 좀 살려주고싶어서 중간에 넣고 조금 짧게 익혓는데 이러면 또 의외로 질기네요 ~~~ 많이 배워갑니다 잘 먹엇어요~~!,positive,0.992,0.992,0.008
270,7019722,227,5,가이버,반찬만들기좋아하는 중년 남자 입니다. 레시피에서 변경된건 설탕대신 꿀을 넣었습니다. 완성하고나니 맛은있는데 촉촉한감이 덜해서 다음엔 양념에 물을 두어숫갈 더 넣고 꿀대신 물엿을 넣어봐야 겠습니다. 레시피 감사합니다.,positive,0.9896,0.9896,0.0104
271,7019722,903,5,큐큐네,청양고추 볶다가 기침이 얼마나 나오는지 ㅜㅜ 뭐가 잘못된건지,negative,0.996,0.004,0.996
272,7019722,914,5,토리맘,짜지 않고 맛있어요!,positive,0.992,0.992,0.008
273,7019729,31,5,DDL,맛있게 만들어 먹었어요. 감사합니다!,positive,0.9908,0.9908,0.0092
274,7019749,126,5,hcr0208,좀 신것 같아서 마지막에 설탕1T 더 넣었어요~ 그러니 굿굿! 참고하세요~,positive,0.978,0.978,0.022
275,7019749,456,5,맛있어져라,새콤 달콤 맛있어요 양념 여유있게 해서 골뱅이 추가해서 먹었어요,positive,0.9922,0.9922,0.0078
276,7019754,864,5,쭈니맘,레시피 덕분에 삼계탕 쉽고 맛있게 만들어 먹었네요. 감사해요. 복 받으세요. 미처 사진을 못 남기고 다 먹고 나서 리뷰 생각ᆢㅎ,positive,0.9886,0.9886,0.0114
277,7019788,53,5,Jeannette Nahm,덕분에 맛있게 잘 만들어 먹었어요!,positive,0.9917,0.9917,0.0083
278,7019827,254,5,구르으으음,와 대박 너무 맛있어요. 전 큰 가지 1개에 양념은 수저로 했는데 간 딱 맞았습니다 ㅎㅎ,positive,0.9921,0.9921,0.0079
279,7019831,401,5,따뜻한가을,따라해봤는데 맛도 부드럽고 맛있었어요! 재료도 간단하고 다음에 또 해보겠습니당,positive,0.9923,0.9923,0.0077
280,7019850,702,5,오! 설아~♥^^,남편이 여태껏 먹은 김치볶음중에 최고라네요 감사합니당^^,positive,0.9921,0.9921,0.0079
281,7019850,349,5,나히,최고에용 ! 맛잇어요 !!!!!!!,positive,0.9917,0.9917,0.0083
282,7019918,430,5,루미루미,고구마 그냥 먹기가 슬슬 질려서 건강한 베이킹해보려고 레시피 찾아서 만들어봤어요 저는 오븐에 구웠습니다 식감은 보통의 깨찰빵 같은 겉바속쫜득이랑은 다르게 전체적으로 부드럽고 쫀득쫀득했어요 보통깨찰빵이랑은 다르지만 유지어터라던가 건강 챙기시는 분들이 색다르게 고구마 먹기에 넘 좋은 것 같아요 맛있어서 노나 먹으려던걸 그 자리에서 싹 먹어치웠네요 ㅋ_ㅋ...,positive,0.9893,0.9893,0.0107
283,7019923,945,5,한서우,맛있네요,positive,0.7847,0.7847,0.2153
284,7019936,10,5,13sun,달걀요리하다 남아서 해 보았는데 멸치육수로 해서 컬러 안 예쁘네요,negative,0.9923,0.0077,0.9923
285,7019936,271,5,기적이 일어나게 해주세요.,너무 맛있어요 감사합니다,positive,0.9697,0.9697,0.0303
286,7019936,193,5,yongmaru,맛있게 따라했네요,positive,0.9518,0.9518,0.0482
287,7019947,705,5,오늘도 삼 공주와 함께,쪼금 짠 느낌 이지만 느끼하지도 않고 더운 여름에 입맛 올려주는 최고!! 네요,positive,0.9913,0.9913,0.0087
288,7019947,418,5,러브쿡80,두번 만들어 먹었어요 두 번째에는 간장 조금 줄이고 참치액젓 넣었더니 더 맛있었어요^^ 맛있게 잘 먹었습니다^^,positive,0.9921,0.9921,0.0079
289,7019947,944,5,한나,한입 먹고 맛있어서 부랴부랴 사진찍고 후기 남겨요. 제일 간단한데 맛있어요 ㅠㅠ 감동적이네요. 감사합니다.,positive,0.9922,0.9922,0.0078
290,7019947,321,5,깡이,요리가 간단하면서 너무 맛있어요. 남편이랑 맛있게 잘 먹었어요~,positive,0.9923,0.9923,0.0077
